Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
12,11,1,1s1,4s1,0.5,0,2S,1836768.57160419,1836.76857160419,True,28115158,Z12,-4.5,-4.512972433299169,-4.497033596038818,80.71996394934241,-352.99789305401544,433.71785700335784,-122451.238106946
12,11,1,1s1,5s1,0.5,0,2S,1880851.0173226907,1880.8510173226907,True,28115158,Z12,-2.88,-2.8868056588473827,-2.863718271255493,443.0484096191779,-185.1914115545595,628.2398211737374,-78368.79238844544
12,11,1,1s1,6s1,0.5,0,2S,1904797.03721916,1904.79703721916,True,28115158,Z12,-2.0,-2.0040015274135494,-1.9871201515197754,350.47853178519335,-108.88710802400267,459.36563980919607,-54422.772491976
12,11,1,1s1,7s1,0.5,0,2S,1919235.731961929,1919.235731961929,True,28115158,Z12,-1.469387755102041,-1.471935999067501,-1.4411243200302124,769.0872483779286,-69.34125079314155,838.4284991710703,-39984.07774920686
12,11,1,1s1,8s1,0.5,0,2S,1928607.0001843995,1928.6070001843996,True,28115158,Z12,-1.125,-1.126721344618024,-1.0997518301010132,687.0377031256581,-46.84017326350317,733.8778763891612,-30612.8095267365
12,11,1,1s1,9s1,0.5,0,2S,1935031.9108258134,1935.0319108258134,True,28115158,Z12,-0.8888888888888888,-0.8901056080364558,-0.8915780186653137,-73.17494901188479,-33.108614677333165,-40.066334334551634,-24187.898885322666
12,11,1,1s1,10s1,0.5,0,2S,1939627.6116140247,1939.6276116140248,True,28115158,Z12,-0.72,-0.7208915129376116,-0.7566531896591187,-997.3841009617316,-24.25930288864418,-973.1247980730874,-19592.19809711136
13,12,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,Z13,-84.5,-84.69086577093366,-83.53681945800781,26209.47775276948,-5193.722214013961,31403.19996678344,-2299362.137785986
13,12,1,1s1,2s1,0.5,0,2S,1724521.6033394895,1724.5216033394895,True,28115158,Z13,-21.125,-21.184677906109727,-21.001821517944336,3351.857252411177,-1623.9185535035767,4975.775805914754,-574840.5344464965
13,12,1,1s1,3s1,0.5,0,2S,2043877.4558097655,2043.8774558097655,True,28115158,Z13,-9.38888888888889,-9.410058042807472,-9.383697509765625,141.26462247250296,-576.042023779338,717.306646251841,-255484.6819762207
13,12,1,1s1,4s1,0.5,0,2S,2155652.004174362,2155.652004174362,True,28115158,Z13,-5.28125,-5.297915795129888,-5.271296977996826,270.83552604318027,-453.49938837588434,724.3349144190646,-143710.13361162413
