Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
4,3,1,1s1,3s1,0.5,0,2S,193503.19108258132,193.50319108258134,True,28115158,Be,-0.8888888888888888,-0.8890779830655259,-0.8779844045639038,296.7261347804894,-5.145514677337551,301.87164945782695,-24187.898885322666
4,3,1,1s1,4s1,0.5,0,2S,204085.39684491,204.08539684490998,True,28115158,Be,-0.5,-0.4996708171015977,-0.5101879239082336,-277.22753251168126,8.957522993998278,-286.18505550567954,-13605.693122994
4,3,1,1s1,5s1,0.5,0,2S,208983.44636918782,208.98344636918782,True,28115158,Be,-0.32,-0.32038354280041054,-0.3308059871196747,-294.04588928263894,-10.43673128383882,-283.60915799880013,-8707.64359871616
4,3,1,1s1,6s1,0.5,0,2S,211644.11524657332,211.6441152465733,True,28115158,Be,-0.2222222222222222,-0.22244493739794124,-0.22586394846439362,-99.09641937787656,-6.060388669333746,-93.03603070854281,-6046.974721330666
4,3,1,1s1,7s1,0.5,0,2S,213248.41466243658,213.24841466243657,True,28115158,Be,-0.16326530612244897,-0.16340589890585178,-0.16897349059581757,-155.32761246818455,-3.825724532572388,-151.50188793561216,-4442.675305467428
4,3,1,1s1,8s1,0.5,0,2S,214289.6666871555,214.2896666871555,True,28115158,Be,-0.125,-0.12509435716461811,-0.12793581187725067,-79.88751093742712,-2.5675892514997742,-77.31992168592735,-3401.4232807485
4,3,1,1s1,9s1,0.5,0,2S,215003.5456473126,215.0035456473126,True,28115158,Be,-0.09876543209876543,-0.0988317954729893,-0.10343298316001892,-127.01053475064003,-1.8058394085928782,-125.20469534204715,-2687.544320591407
4,3,1,1s1,10s1,0.5,0,2S,215514.17906822497,215.51417906822496,True,28115158,Be,-0.08,-0.08004843341346325,-0.08257415890693665,-70.0464322752033,-1.317940320960138,-68.72849195424315,-2176.91089967904
5,4,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,B,-12.5,-12.504152045916687,-13.243795394897461,-20239.70377854198,-112.98292515004266,-20126.72085339194,-340142.32807485
5,4,1,1s1,2s1,0.5,0,2S,255106.7460561375,255.1067460561375,True,28115158,B,-3.125,-3.126299411245273,-3.0864052772521973,1050.2159077472795,-35.35878128750074,1085.5746890347802,-85035.5820187125
5,4,1,1s1,3s1,0.5,0,2S,302348.7360665333,302.3487360665333,True,28115158,B,-1.3888888888888888,-1.3893447602499138,-1.3765918016433716,334.62079073838277,-12.404891683335087,347.0256824217179,-37793.592008316664
5,4,1,1s1,4s1,0.5,0,2S,318883.4325701719,318.8834325701719,True,28115158,B,-0.78125,-0.7824907451431053,-0.7798571586608887,37.9011436579375,-33.76239532187329,71.6635389798108,-21258.895504678127
5,4,1,1s1,5s1,0.5,0,2S,326536.634951856,326.536634951856,True,28115158,B,-0.5,-0.500640120898235,-0.5105916261672974,-288.2128306114421,-17.418577006000074,-270.794253605442,-13605.693122994
5,4,1,1s1,6s1,0.5,0,2S,330693.93007277086,330.69393007277085,True,28115158,B,-0.3472222222222222,-0.3475945339386945,-0.35258948802948,-146.0507429661758,-10.131117920834106,-135.91962504534166,-9448.398002079166
5,4,1,1s1,7s1,0.5,0,2S,333200.6479100571,333.2006479100571,True,28115158,B,-0.25510204081632654,-0.2553373410376847,-0.25817355513572693,-83.58016250528703,-6.402845207143037,-77.17731729814399,-6941.680164792857
5,4,1,1s1,8s1,0.5,0,2S,334827.6041986805,334.8276041986805,True,28115158,B,-0.1953125,-0.19547055530051244,-0.19923903048038483,-106.84633750839633,-4.300903830469671,-102.54543367792665,-5314.723876169532
5,4,1,1s1,9s1,0.5,0,2S,335943.0400739259,335.94304007392594,True,28115158,B,-0.15432098765432098,-0.15443222561362827,-0.15750254690647125,-86.57463767475781,-3.0269390759260695,-83.54769859883174,-4199.2880009240735
5,4,1,1s1,10s1,0.5,0,2S,336740.9047941015,336.7409047941015,True,28115158,B,-0.125,-0.125081226999298,-0.12780117988586426,-76.2239878187449,-2.210299251500345,-74.01368856724456,-3401.4232807485
6,5,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,C,-18.0,-18.008620309531292,-30.810808181762695,-348599.84955720796,-234.57057221595244,-348365.278984992,-489804.952427784
6,5,1,1s1,2s1,0.5,0,2S,367353.714320838,367.353714320838,True,28115158,C,-4.5,-4.5026964040858015,-4.463179588317871,1001.9344440186984,-73.37289305400527,1075.3073370727036,-122451.238106946
6,5,1,1s1,3s1,0.5,0,2S,435382.179935808,435.382179935808,True,28115158,C,-2.0,-2.000949900449405,-1.983015775680542,462.16428804527453,-25.848108024000513,488.01239606927504,-54422.772491976
6,5,1,1s1,4s1,0.5,0,2S,459192.1429010475,459.1921429010475,True,28115158,C,-1.125,-1.1269209669360822,-1.1140515804290771,297.92167372751595,-52.272173263505856,350.19384699102176,-30612.8095267365
6,5,1,1s1,5s1,0.5,0,2S,470212.7543306727,470.2127543306727,True,28115158,C,-0.72,-0.7202354419885384,-0.7306661605834961,-290.24101539924567,-6.406702888642445,-283.83431251060324,-19592.19809711136
6,5,1,1s1,6s1,0.5,0,2S,476199.25930479,476.19925930479,True,28115158,C,-0.5,-0.5005789479765413,-0.5120013952255249,-326.57460097251436,-15.753977005999715,-310.8206239665147,-13605.693122994
6,5,1,1s1,7s1,0.5,0,2S,479808.93299048225,479.8089329904823,True,28115158,C,-0.3673469387755102,-0.3677132803726699,-0.36897343397140503,-44.25918900273748,-9.968662698284813,-34.29052630445267,-9996.019437301715
6,5,1,1s1,8s1,0.5,0,2S,482151.7500460999,482.1517500460999,True,28115158,C,-0.28125,-0.28149630161268846,-0.2837301790714264,-67.48911067179941,-6.70220831587542,-60.786902355923985,-7653.202381684125
