#   Navg =  3.000E+00
# Lambda =  1.404E+00
#      A =  0.000E+00
#     ar =  1.621E+01
#     br =  1.088E+01
#     rb =  3.333E-07
#    rb1 =  3.333E-07
# r_core =  5.527E+00
#     nb = 0
# Mean configuration:
#  1 -1	 2.000E+00
#  2 -1	 3.333E-01
#  2  1	 3.333E-01
#  2 -2	 3.333E-01


  222 6.10047123E+00 -4.91765E-01 -1.63984E-01  6.25203E-05  2.00000E+00  7.13950E-02
  223 6.30009078E+00 -4.76184E-01 -1.58774E-01  4.57462E-05  2.00000E+00  6.33413E-02
  224 6.50406847E+00 -4.61250E-01 -1.53783E-01  3.32786E-05  2.00000E+00  5.58852E-02
  225 6.71244093E+00 -4.46931E-01 -1.49001E-01  2.40676E-05  2.00000E+00  4.90336E-02
  226 6.92524425E+00 -4.33198E-01 -1.44417E-01  1.73035E-05  2.00000E+00  4.27832E-02
  227 7.14251395E+00 -4.20020E-01 -1.40019E-01  1.23666E-05  2.00000E+00  3.71220E-02
  228 7.36428504E+00 -4.07372E-01 -1.35799E-01  8.78526E-06  2.00000E+00  3.20305E-02
  229 7.59059198E+00 -3.95226E-01 -1.31748E-01  6.20337E-06  2.00000E+00  2.74829E-02
  230 7.82146872E+00 -3.83560E-01 -1.27858E-01  4.35358E-06  2.00000E+00  2.34490E-02
  231 8.05694869E+00 -3.72349E-01 -1.24120E-01  3.03660E-06  2.00000E+00  1.98948E-02
  232 8.29706479E+00 -3.61574E-01 -1.20527E-01  2.10490E-06  2.00000E+00  1.67843E-02
  233 8.54184943E+00 -3.51212E-01 -1.17072E-01  1.44996E-06  2.00000E+00  1.40801E-02
  234 8.79133453E+00 -3.41245E-01 -1.13749E-01  9.92514E-07  2.00000E+00  1.17446E-02
